numunitid,Description
8181,\meddata\s6000\document\Apollo\2009\OCT\113391.TIF
8182,\meddata\s6000\document\Apollo\2010\JUL\133779.TIF
8183,\meddata\s6000\document\Apollo\2011\AUG\164983.TIF
8184,\meddata\s6000\document\Apollo\2012\JAN\175210.TIF
8185,\meddata\s6000\document\Apollo\2008\OCT\85185.TIF|
8186,\meddata\s6000\document\Apollo\2010\JAN\119617.TIF
8187,\meddata\s6000\document\Apollo\2010\NOV\142971.TIF
8188,\meddata\s6000\document\Apollo\2012\APR\183995.TIF
8189,\meddata\s6000\document\Apollo\2007\JAN\SCAN7148.T
8190,\meddata\s6000\document\Apollo\2007\JUN\52634.TIF|
8191,\meddata\s6000\document\Apollo\2012\FEB\178184.TIF
8192,\meddata\s6000\document\Apollo\2009\NOV\115058.TIF
8193,\meddata\s6000\document\Apollo\2007\OCT\60994.TIF|
8194,\meddata\s6000\document\Apollo\2006\OCT\35257.TIF|
8195,\meddata\s6000\document\Apollo\2010\MAY\128914.TIF
8196,\meddata\s6000\document\Apollo\2013\4\Document 217
8197,\meddata\s6000\document\Apollo\2011\DEC\173598.TIF
8198,\meddata\s6000\document\Apollo\2009\AUG\108706.TIF
8199,\meddata\s6000\document\Apollo\2010\MAR\123255.TIF
8200,\meddata\s6000\document\Apollo\2011\NOV\170477.TIF
8201,\meddata\s6000\document\Apollo\2013\6\Document 220
8202,\meddata\s6000\document\Apollo\2009\SEP\110139.TIF
8203,\meddata\s6000\document\Apollo\2013\5\Document 217
8204,\meddata\s6000\document\Apollo\2011\JAN\146684.TIF
8205,\meddata\s6000\document\Apollo\2012\APR\183507.TIF
8206,\meddata\s6000\document\Apollo\2011\AUG\162716.TIF
8207,\meddata\s6000\document\Apollo\2012\MAY\186593.TIF
8208,\meddata\s6000\document\Apollo\2010\FEB\120730.TIF
8209,\meddata\s6000\document\Apollo\2012\JUL\191626.TIF
8210,\meddata\s6000\document\Apollo\2011\AUG\164106.TIF
8211,\meddata\s6000\document\Apollo\2011\DEC\173457.TIF
8212,\meddata\s6000\document\Apollo\2011\MAY\156708.TIF
8213,\meddata\s6000\document\Apollo\2010\FEB\122037.TIF
8214,\meddata\s6000\document\Apollo\2010\AUG\135406.TIF
8215,\meddata\s6000\document\Apollo\2010\JUN\131830.TIF
8216,\meddata\s6000\document\Apollo\2010\AUG\135193.TIF
8217,\meddata\s6000\document\Apollo\2006\OCT\SCAN0407.T
8218,\meddata\s6000\document\Apollo\2012\FEB\177466.TIF
8219,\meddata\s6000\document\Apollo\2008\OCT\86876.TIF|
8220,\meddata\s6000\document\Apollo\2011\MAY\156114.TIF
8221,\meddata\s6000\document\Apollo\2009\APR\99652.TIF|
8222,\meddata\s6000\document\Apollo\2012\JUN\189459.TIF
8223,\meddata\s6000\document\Apollo\2011\OCT\167969.TIF
8224,\meddata\s6000\document\Apollo\2011\OCT\168307.TIF
8225,\meddata\s6000\document\Apollo\2009\APR\100370.TIF
8226,\meddata\s6000\document\Apollo\2011\JUN\159204.TIF
8227,\meddata\s6000\document\Apollo\2013\2\Document 209
8228,\meddata\s6000\document\Apollo\2009\OCT\111878.TIF
8229,\meddata\s6000\document\Apollo\2008\DEC\91206.TIF|
8230,\meddata\s6000\document\Apollo\2009\AUG\108465.TIF
8231,\meddata\s6000\document\Apollo\2011\MAR\153318.TIF
8232,\meddata\s6000\document\Apollo\2011\OCT\169225.TIF
8233,\meddata\s6000\document\Apollo\2012\MAY\184918.TIF
8234,\meddata\s6000\document\Apollo\2010\JUN\129842.TIF
8235,\meddata\s6000\document\Apollo\2010\MAR\124698.TIF
8236,\meddata\s6000\document\Apollo\2011\MAR\150879.TIF
8237,\meddata\s6000\document\Apollo\2012\MAY\188595.TIF
8238,\meddata\s6000\document\Apollo\2012\APR\182995.TIF
8239,\meddata\s6000\document\Apollo\2012\JUL\192268.TIF
8240,\meddata\s6000\document\Apollo\2012\JUL\193012.TIF
8241,\meddata\s6000\document\Apollo\2011\JUN\159348.TIF
8242,\meddata\s6000\document\Apollo\2011\FEB\149604.TIF
8243,\meddata\s6000\document\Apollo\2006\FEB\19313.TIF|
8244,\meddata\s6000\document\Apollo\2011\SEP\166667.TIF
8245,\meddata\s6000\document\Apollo\2007\JUN\54036.TIF|
8246,\meddata\s6000\document\Apollo\2008\OCT\MERG9262.T
8247,\meddata\s6000\document\Apollo\2009\JAN\93620.TIF|
8248,\meddata\s6000\document\Apollo\2010\JUN\130361.TIF
8249,\meddata\s6000\document\Apollo\2011\JUL\162323.TIF
8250,\meddata\s6000\document\Apollo\2013\3\Document 211
8251,\meddata\s6000\document\Apollo\2011\DEC\173428.TIF
8252,\meddata\s6000\document\Apollo\2011\MAR\151668.TIF
8253,\meddata\s6000\document\Apollo\2012\FEB\177510.TIF
8254,\meddata\s6000\document\Apollo\2009\MAR\96483.TIF|
8255,\meddata\s6000\document\Apollo\2009\SEP\109900.TIF
8256,\meddata\s6000\document\Apollo\2009\APR\100112.TIF
8257,\meddata\s6000\document\Apollo\2012\JUL\191288.TIF
8258,\meddata\s6000\document\Apollo\2006\SEP\33899.TIF|
8259,\meddata\s6000\document\Apollo\2010\FEB\121672.TIF
8260,\meddata\s6000\document\Apollo\2011\DEC\173738.TIF
8261,\meddata\s6000\document\Apollo\2012\APR\183163.TIF
8262,\meddata\s6000\document\Apollo\2012\9\Document 197
8263,\meddata\s6000\document\Apollo\2012\JUL\192269.TIF
8264,\meddata\s6000\document\Apollo\2011\DEC\173701.TIF
8265,\meddata\s6000\document\Apollo\2012\JAN\175081.TIF
8266,\meddata\s6000\document\Apollo\2008\DEC\89757.TIF|
8267,\meddata\s6000\document\Apollo\2008\OCT\MERG8831.T
8268,\meddata\s6000\document\Apollo\2012\AUG\193668.TIF
8269,\meddata\s6000\document\Apollo\2005\AUG\5417.TIF|5
8270,\meddata\s6000\document\Apollo\2011\NOV\171407.TIF
8271,\meddata\s6000\document\Apollo\2011\OCT\168985.TIF
8272,\meddata\s6000\document\Apollo\2012\APR\182330.TIF
8273,\meddata\s6000\document\Apollo\2010\APR\127553.TIF
8274,\meddata\s6000\document\Apollo\2009\JUN\104548.TIF
8275,\meddata\s6000\document\Apollo\2009\DEC\117508.TIF
8276,\meddata\s6000\document\Apollo\2009\JUL\107020.TIF
8277,\meddata\s6000\document\Apollo\2005\JUN\1373.TIF|1
8278,\meddata\s6000\document\Apollo\2012\MAY\184804.TIF
8279,\meddata\s6000\document\Apollo\2009\JAN\92159.TIF|
8280,\meddata\s6000\document\Apollo\2012\APR\183678.TIF
8281,\meddata\s6000\document\Apollo\2012\JUL\192812.TIF
8282,\meddata\s6000\document\Apollo\2011\OCT\169273.TIF
8283,\meddata\s6000\document\Apollo\2012\FEB\177845.TIF
8284,\meddata\s6000\document\Apollo\2013\2\Document 211
8285,\meddata\s6000\document\Apollo\2010\APR\126425.TIF
8286,\meddata\s6000\document\Apollo\2005\AUG\6338.TIF|6
8287,\meddata\s6000\document\Apollo\2009\AUG\108850.TIF
8288,\meddata\s6000\document\Apollo\2013\1\Document 208
8289,\meddata\s6000\document\Apollo\2010\SEP\137829.TIF
8290,\meddata\s6000\document\Apollo\2012\JAN\174909.TIF
8291,\meddata\s6000\document\Apollo\2012\JUN\189528.TIF
8292,\meddata\s6000\document\Apollo\2010\MAR\125158.TIF
8293,\meddata\s6000\document\Apollo\2010\SEP\138107.TIF
8294,\meddata\s6000\document\Apollo\2012\MAY\184818.TIF
8295,\meddata\s6000\document\Apollo\2009\AUG\107619.TIF
8296,\meddata\s6000\document\Apollo\2011\JUN\157871.TIF
8297,\meddata\s6000\document\Apollo\2013\2\Document 210
8298,\meddata\s6000\document\Apollo\2012\JUL\SCAN8042.T
8299,\meddata\s6000\document\Apollo\2010\MAY\128196.TIF
8300,\meddata\s6000\document\Apollo\2009\NOV\114324.TIF
8301,\meddata\s6000\document\Apollo\2008\NOV\MERG9942.T
8302,\meddata\s6000\document\Apollo\2010\APR\127438.TIF
8303,\meddata\s6000\document\Apollo\2012\11\Document 20
8304,\meddata\s6000\document\Apollo\2007\SEP\58658.TIF|
8305,\meddata\s6000\document\Apollo\2005\AUG\4968.TIF|4
8306,\meddata\s6000\document\Apollo\2012\FEB\178193.TIF
8307,\meddata\s6000\document\Apollo\2007\JUN\53594.TIF|
8308,\meddata\s6000\document\Apollo\2006\OCT\SCAN1911.T
8309,\meddata\s6000\document\Apollo\2010\JAN\120415.TIF
8310,\meddata\s6000\document\Apollo\2012\MAY\186354.TIF
8311,\meddata\s6000\document\Apollo\2011\NOV\171517.TIF
8312,\meddata\s6000\document\Apollo\2009\NOV\113996.TIF
8313,\meddata\s6000\document\Apollo\2011\JUN\160126.TIF
8314,\meddata\s6000\document\Apollo\2011\JAN\148197.TIF
8315,\meddata\s6000\document\Apollo\2011\JUL\162204.TIF
8316,\meddata\s6000\document\Apollo\2012\MAR\179888.TIF
8317,\meddata\s6000\document\Apollo\2008\JUN\MERG6735.T
8318,\meddata\s6000\document\Apollo\2010\FEB\122737.TIF
8319,\meddata\s6000\document\Apollo\2010\APR\126576.TIF
8320,\meddata\s6000\document\Apollo\2009\APR\SCAN5284.T
8321,\meddata\s6000\document\Apollo\2008\MAY\75281.TIF|
8322,\meddata\s6000\document\Apollo\2011\FEB\149100.TIF
8323,\meddata\s6000\document\Apollo\2009\JUL\106401.TIF
8324,\meddata\s6000\document\Apollo\2011\NOV\171858.TIF
8325,\meddata\s6000\document\Apollo\2009\FEB\94698.TIF|
8326,\meddata\s6000\document\Apollo\2009\MAY\101451.TIF
8327,\meddata\s6000\document\Apollo\2012\JAN\175814.TIF
8328,\meddata\s6000\document\Apollo\2008\AUG\82356.TIF|
8329,\meddata\s6000\document\Apollo\2011\JAN\148199.TIF
8330,\meddata\s6000\document\Apollo\2012\JUN\188150.TIF
8331,\meddata\s6000\document\Apollo\2005\NOV\11035.TIF|
8332,\meddata\s6000\document\Apollo\2009\MAR\98088.TIF|
8333,\meddata\s6000\document\Apollo\2008\OCT\85105.TIF|
8334,\meddata\s6000\document\Apollo\2012\JAN\176373.TIF
8335,\meddata\s6000\document\Apollo\2009\JUL\106357.TIF
8336,\meddata\s6000\document\Apollo\2008\OCT\85989.TIF|
8337,\meddata\s6000\document\Apollo\2010\NOV\142290.TIF
8338,\meddata\s6000\document\Apollo\2012\AUG\193657.TIF
8339,\meddata\s6000\document\Apollo\2012\MAR\182053.TIF
8340,\meddata\s6000\document\Apollo\2010\NOV\142513.TIF
8341,\meddata\s6000\document\Apollo\2010\NOV\142208.TIF
8342,\meddata\s6000\document\Apollo\2011\AUG\164969.TIF
8343,\meddata\s6000\document\Apollo\2012\JUN\187512.TIF
8344,\meddata\s6000\document\Apollo\2012\MAY\184710.TIF
8345,\meddata\s6000\document\Apollo\2005\SEP\7960.TIF|7
8346,\meddata\s6000\document\Apollo\2008\NOV\89221.TIF|
8347,\meddata\s6000\document\Apollo\2011\APR\154220.TIF
8348,\meddata\s6000\document\Apollo\2010\JAN\120092.TIF
8349,\meddata\s6000\document\Apollo\2005\SEP\8284.TIF|8
8350,\meddata\s6000\document\Apollo\2008\JUL\SCAN0956.T
8351,\meddata\s6000\document\Apollo\2008\OCT\87205.TIF|
8352,\meddata\s6000\document\Apollo\2008\JUN\78776.TIF|
8353,\meddata\s6000\document\Apollo\2010\NOV\143709.TIF
8354,\meddata\s6000\document\Apollo\2009\AUG\108195.TIF
8355,\meddata\s6000\document\Apollo\2012\8\Document 194
8356,16067
8357,\meddata\s6000\document\Apollo\2011\AUG\164993.TIF
8358,\meddata\s6000\document\Apollo\2010\AUG\136792.TIF
8359,\meddata\s6000\document\Apollo\2010\JUN\132027.TIF
8360,\meddata\s6000\document\Apollo\2012\AUG\193778.TIF
8361,\meddata\s6000\document\Apollo\2012\APR\184417.TIF
8362,\meddata\s6000\document\Apollo\2012\JUN\190092.TIF
8363,\meddata\s6000\document\Apollo\2009\DEC\118322.TIF
8364,\meddata\s6000\document\Apollo\2005\MAY\30.TIF|30.
8365,\meddata\s6000\document\Apollo\2009\APR\98485.TIF|
8366,\meddata\s6000\document\Apollo\2008\SEP\83605.TIF|
8367,\meddata\s6000\document\Apollo\2011\NOV\171799.TIF
8368,\meddata\s6000\document\Apollo\2009\JUN\104275.TIF
8369,\meddata\s6000\document\Apollo\2010\FEB\122248.TIF
8370,\meddata\s6000\document\Apollo\2008\NOV\88233.TIF|
8371,\meddata\s6000\document\Apollo\2011\AUG\164638.TIF
8372,\meddata\s6000\document\Apollo\2009\APR\100347.TIF
8373,\meddata\s6000\document\Apollo\2011\JUN\158258.TIF
8374,\meddata\s6000\document\Apollo\2010\OCT\140626.TIF
8375,\meddata\s6000\document\Apollo\2008\NOV\88590.TIF|
8376,\meddata\s6000\document\Apollo\2009\OCT\112892.TIF
8377,\meddata\s6000\document\Apollo\2012\JUL\192166.TIF
8378,\meddata\s6000\document\Apollo\2007\OCT\60659.TIF|
8379,\meddata\s6000\document\Apollo\2010\AUG\135526.TIF
8380,\meddata\s6000\document\Apollo\2010\SEP\138086.TIF
8381,\meddata\s6000\document\Apollo\2008\DEC\91297.TIF|
8382,\meddata\s6000\document\Apollo\2012\MAY\185431.TIF
8383,\meddata\s6000\document\Apollo\2010\FEB\122545.TIF
8384,\meddata\s6000\document\Apollo\2010\SEP\137651.TIF
8385,\meddata\s6000\document\Apollo\2009\FEB\95367.TIF|
8386,\meddata\s6000\document\Apollo\2007\DEC\SCAN8920.T
8387,\meddata\s6000\document\Apollo\2011\SEP\167113.TIF
8388,\meddata\s6000\document\Apollo\2011\NOV\169949.TIF
8389,\meddata\s6000\document\Apollo\2009\DEC\116636.TIF
8390,\meddata\s6000\document\Apollo\2010\APR\126360.TIF
8391,\meddata\s6000\document\Apollo\2006\FEB\17685.TIF|
8392,\meddata\s6000\document\Apollo\2009\DEC\SCAN9154.T
8393,\meddata\s6000\document\Apollo\2005\JUN\SCAN0073.T
8394,\meddata\s6000\document\Apollo\2012\APR\183732.TIF
8395,\meddata\s6000\document\Apollo\2009\MAY\101257.TIF
8396,\meddata\s6000\document\Apollo\2012\JUN\187985.TIF
8397,\meddata\s6000\document\Apollo\2010\FEB\121300.TIF
8398,\meddata\s6000\document\Apollo\2012\JUL\192710.TIF
8399,\meddata\s6000\document\Apollo\2010\MAR\122821.TIF
8400,\meddata\s6000\document\Apollo\2011\NOV\170693.TIF
8401,\meddata\s6000\document\Apollo\2011\APR\155296.TIF
8402,\meddata\s6000\document\Apollo\2010\FEB\122620.TIF
8403,\meddata\s6000\document\Apollo\2010\MAY\129533.TIF
8404,\meddata\s6000\document\Apollo\2008\JUL\79244.TIF|
8405,\meddata\s6000\document\Apollo\2010\OCT\141159.TIF
8406,\meddata\s6000\document\Apollo\2006\AUG\31480.TIF|
8407,\meddata\s6000\document\Apollo\2009\SEP\110785.TIF
8408,\meddata\s6000\document\Apollo\2012\9\Document 194
8409,\meddata\s6000\document\Apollo\2012\MAY\184764.TIF
8410,\meddata\s6000\document\Apollo\2011\SEP\167277.TIF
8411,\meddata\s6000\document\Apollo\2012\JAN\175818.TIF
8412,\meddata\s6000\document\Apollo\2006\FEB\18803.TIF|
8413,\meddata\s6000\document\Apollo\2010\SEP\138961.TIF
8414,\meddata\s6000\document\Apollo\2012\JUN\190273.TIF
8415,\meddata\s6000\document\Apollo\2008\DEC\90177.TIF|
8416,\meddata\s6000\document\Apollo\2011\AUG\162944.TIF
8417,/333
8418,\meddata\s6000\document\Apollo\2011\AUG\164691.TIF
8419,\meddata\s6000\document\Apollo\2012\JAN\175928.TIF
8420,\meddata\s6000\document\Apollo\2008\DEC\90893.TIF|
8421,\meddata\s6000\document\Apollo\2010\AUG\136262.TIF
8422,\meddata\s6000\document\Apollo\2009\FEB\MERG1774.T
8423,\meddata\s6000\document\Apollo\2012\MAR\181435.TIF
8424,\meddata\s6000\document\Apollo\2009\JUL\106008.TIF
8425,\meddata\s6000\document\Apollo\2012\JUN\187708.TIF
8426,\meddata\s6000\document\Apollo\2009\MAR\97809.TIF|
8427,\meddata\s6000\document\Apollo\2009\JUL\105388.TIF
8428,\meddata\s6000\document\Apollo\2009\DEC\116204.TIF
8429,\meddata\s6000\document\Apollo\2010\JUN\130578.TIF
8430,\meddata\s6000\document\Apollo\2011\OCT\168442.TIF
8431,\meddata\s6000\document\Apollo\2010\JUN\131569.TIF
8432,\meddata\s6000\document\Apollo\2010\JUL\132573.TIF
8433,\meddata\s6000\document\Apollo\2005\JUN\2060.TIF|2
8434,\meddata\s6000\document\Apollo\2012\APR\183728.TIF
8435,\meddata\s6000\document\Apollo\2010\OCT\141437.TIF
8436,\meddata\s6000\document\Apollo\2013\5\Document 220
8437,\meddata\s6000\document\Apollo\2006\MAR\20553.TIF|
8438,\meddata\s6000\document\Apollo\2012\JUN\187494.TIF
8439,\meddata\s6000\document\Apollo\2011\DEC\173871.TIF
8440,\meddata\s6000\document\Apollo\2008\JUL\80009.TIF|
8441,\meddata\s6000\document\Apollo\2007\APR\SCAN2467.T
8442,\meddata\s6000\document\Apollo\2008\JUL\80005.TIF|
8443,\meddata\s6000\document\Apollo\2011\AUG\162787.TIF
8444,\meddata\s6000\document\Apollo\2011\SEP\166359.TIF
8445,1959
8446,\meddata\s6000\document\Apollo\2009\FEB\94638.TIF|
8447,\meddata\s6000\document\Apollo\2011\MAR\152768.TIF
8448,\meddata\s6000\document\Apollo\2008\DEC\90524.TIF|
8449,\meddata\s6000\document\Apollo\2008\AUG\MERG7630.T
8450,\meddata\s6000\document\Apollo\2012\APR\182314.TIF
8451,\meddata\s6000\document\Apollo\2010\FEB\121611.TIF
8452,\meddata\s6000\document\Apollo\2008\AUG\82874.TIF|
8453,\meddata\s6000\document\Apollo\2011\NOV\171193.TIF
8454,\meddata\s6000\document\Apollo\2009\FEB\94643.TIF|
8455,\meddata\s6000\document\Apollo\2008\APR\72875.TIF|
8456,\meddata\s6000\document\Apollo\2011\JUL\161514.TIF
8457,\meddata\s6000\document\Apollo\2010\SEP\137611.TIF
8458,\meddata\s6000\document\Apollo\2005\JUN\1040.TIF|1
8459,\meddata\s6000\document\Apollo\2007\AUG\103602.TIF
8460,\meddata\s6000\document\Apollo\2011\DEC\173703.TIF
8461,\meddata\s6000\document\Apollo\2006\AUG\32224.TIF|
8462,\meddata\s6000\document\Apollo\2010\NOV\143251.TIF
8463,\meddata\s6000\document\Apollo\2011\APR\155192.TIF
8464,\meddata\s6000\document\Apollo\2012\JUL\192281.TIF
8465,\meddata\s6000\document\Apollo\2011\OCT\168133.TIF
8466,\meddata\s6000\document\Apollo\2012\MAR\180239.TIF
8467,\meddata\s6000\document\Apollo\2012\JUL\192543.TIF
8468,\meddata\s6000\document\Apollo\2005\DEC\14851.TIF|
8469,\meddata\s6000\document\Apollo\2009\DEC\116735.TIF
8470,\meddata\s6000\document\Apollo\2012\JAN\174788.TIF
8471,\meddata\s6000\document\Apollo\2010\JAN\120340.TIF
8472,\meddata\s6000\document\Apollo\2012\FEB\177020.TIF
8473,\meddata\s6000\document\Apollo\2010\MAY\128581.TIF
8474,\meddata\s6000\document\Apollo\2010\DEC\144188.TIF
8475,\meddata\s6000\document\Apollo\2010\JAN\120200.TIF
8476,\meddata\s6000\document\Apollo\2013\4\Document 215
8477,\meddata\s6000\document\Apollo\2011\JUL\161025.TIF
8478,\meddata\s6000\document\Apollo\2010\FEB\121141.TIF
8479,\meddata\s6000\document\Apollo\2012\MAY\186107.TIF
8480,\meddata\s6000\document\Apollo\2008\OCT\SCAN9966.T
8481,\meddata\s6000\document\Apollo\2011\AUG\164984.TIF
8482,\meddata\s6000\document\Apollo\2008\JAN\SCAN0724.T
8483,\meddata\s6000\document\Apollo\2006\AUG\32060.TIF|
8484,\meddata\s6000\document\Apollo\2009\APR\98812.TIF|
8485,\meddata\s6000\document\Apollo\2010\NOV\143494.TIF
8486,\meddata\s6000\document\Apollo\2010\JAN\120311.TIF
8487,\meddata\s6000\document\Apollo\2010\OCT\139430.TIF
8488,\meddata\s6000\document\Apollo\2009\AUG\109117.TIF
8489,\meddata\s6000\document\Apollo\2012\10\Document 20
8490,\meddata\s6000\document\Apollo\2007\AUG\SCAN1780.T
8491,\meddata\s6000\document\Apollo\2012\FEB\179358.TIF
8492,\meddata\s6000\document\Apollo\2011\DEC\173811.TIF
8493,\meddata\s6000\document\Apollo\2008\APR\73990.TIF|
8494,\meddata\s6000\document\Apollo\2011\DEC\174002.TIF
8495,\meddata\s6000\document\Apollo\2012\APR\183799.TIF
8496,\meddata\s6000\document\Apollo\2010\SEP\136986.TIF
8497,\meddata\s6000\document\Apollo\2011\JUN\158598.TIF
8498,\meddata\s6000\document\Apollo\2011\AUG\162650.TIF
8499,\meddata\s6000\document\Apollo\2009\DEC\117813.TIF
8500,\meddata\s6000\document\Apollo\2011\JUN\157874.TIF
8501,\meddata\s6000\document\Apollo\2013\3\Document 213
8502,\meddata\s6000\document\Apollo\2010\AUG\135336.TIF
8503,\meddata\s6000\document\Apollo\2005\SEP\8201.TIF|8
8504,\meddata\s6000\document\Apollo\2012\JAN\174977.TIF
8505,\meddata\s6000\document\Apollo\2007\JUN\52637.TIF|
8506,\meddata\s6000\document\Apollo\2012\JUN\189885.TIF
8507,\meddata\s6000\document\Apollo\2005\JUN\55.TIF|55.
8508,\meddata\s6000\document\Apollo\2009\DEC\116382.TIF
8509,\meddata\s6000\document\Apollo\2010\FEB\121810.TIF
8510,\meddata\s6000\document\Apollo\2010\MAR\123604.TIF
8511,\meddata\s6000\document\Apollo\2012\APR\182996.TIF
8512,\meddata\s6000\document\Apollo\2010\SEP\137881.TIF
8513,\meddata\s6000\document\Apollo\2009\DEC\117904.TIF
8514,\meddata\s6000\document\Apollo\2008\APR\SCAN6137.T
8515,\meddata\s6000\document\Apollo\2010\AUG\136072.TIF
8516,\meddata\s6000\document\Apollo\2012\AUG\193687.TIF
8517,\meddata\s6000\document\Apollo\2011\JUL\162107.TIF
8518,\meddata\s6000\document\Apollo\2011\FEB\149001.TIF
8519,\meddata\s6000\document\Apollo\2006\MAR\19920.TIF|
8520,\meddata\s6000\document\Apollo\2011\SEP\166286.TIF
8521,\meddata\s6000\document\Apollo\2010\FEB\121904.TIF
8522,\meddata\s6000\document\Apollo\2010\MAY\127849.TIF
8523,\meddata\s6000\document\Apollo\2012\MAY\186292.TIF
8524,\meddata\s6000\document\Apollo\2008\DEC\90900.TIF|
8525,\meddata\s6000\document\Apollo\2011\AUG\163120.TIF
8526,SuMMIT D
8527,SUMMIT-D
8528,R&D Ref
8529,time2s/week
8530,0.6
8531,g/g creat
8532,nmol/g{Hb}
8533,umol/100g prot
8534,U/ two weeks
8535,140U/week
8536,08
8537,rolls/wk
8538,weeks + days
8539,19 + 3
8540,U/forthnightly
8541,per 100WBC
8542,mmcl/mcl
8543,/daily
8544,fare
8545,micrometres
8546,WBC 5.62
8547,years +
8548,10/9 l(27.8%)
8549,10/9 l(.635%)
8550,10/9 l(7.74%)
8551,g.per week
8552,10/9 l(1.49%)
8553,38+6
8554,bag/month
8555,10/9 l(62.3%)
8556,cells/ml3
8557,untis
8558,10/9 l(3)
8559,10/9 l(82)
8560,10/9 l(28%)
8561,10/9 l(81%)
8562,10/9 l(30)
8563,10/9 l(61)
8564,10/9 l(22%)
8565,10/9 l(7%)
8566,10/9 l(93)
8567,10/9 l(33%)
8568,10/9 l(49)
8569,10/9 l(57%)
8570,10/9 l(43)
8571,10/9 l(26%)
8572,10/9 l(69)
8573,10/9 l(75%)
8574,10/9 l(59%)
8575,10/9 l(.773%)
8576,ng/ml*
8577,10/9 l(11)
8578,10/9 l(31%)
8579,10/9 l(46%)
8580,10/9 l(26)
8581,10/9 l(57)
8582,10/9 l(52.7%)
8583,10/9 l(77%)
8584,10/9 l(1.02%)
8585,10/9 l(90%)
8586,10/9 l(38%)
8587,10/9 l(5)
8588,10/9 l(55)
8589,10/9 l(58%)
8590,10/9 l(42)
8591,10/9 l(14%)
8592,10/9 l(24)
8593,10/9 l(65%)
8594,10/9 l(23%)
8595,10 a day
8596,10/9 l(14)
8597,10/9 l(72)
8598,10/9 l(35)
8599,10/9 l(37%)
8600,10/9 l(78)
8601,10/9 l(53%)
8602,10/9 l(55%)
8603,10/9 l(45)
8604,10/9 l(64)
8605,10/9 l(27%)
8606,10/9 l(87%)
8607,10/9 l(85%)
8608,10/9 l(88%)
8609,1 prn
8610,10/9 l(47%)
8611,10/9 l(83%)
8612,10/9 l(10)
8613,10/9 l(25)
8614,10/9 l(68)
8615,10/9 l(41)
8616,10/9 l(67)
8617,10/9 l(52%)
8618,10/9 l(44)
8619,10/9 l(84)
8620,10/9 l(61%)
8621,10/9 l(64%)
8622,10/9 l(29.7%)
8623,10/9 l(47)
8624,10/9 l(30%)
8625,10/9 l(37)
8626,10/9 l(39%)
8627,10/9 l(23)
8628,10/9 l(75)
8629,10/9 l(34)
8630,10/9 l(5.28%)
8631,10/9 l(40%)
8632,10/9 l(79)
8633,10/9 l(78%)
8634,6/numerical entry
8635,10/9 l(59)
8636,10/9 l(84%)
8637,10/9 l(43%)
8638,10/9 l(12)
8639,10/9 l(63)
8640,mL/24hrs
8641,10/9 l(71)
8642,10/9 l(36%)
8643,10/9 l(76%)
8644,10/9 l(16)
8645,umol/ 24 h
8646,10/9 l(48%)
8647,10/9 l(17)
8648,10/9 l(1.84%)
8649,10/9 l(32)
8650,10/9 l(62%)
8651,10/9 l(91%)
8652,10/9 l(61.0%)
8653,10/9 l(66)
8654,10/9 l(89%)
8655,10/9 l(28)
8656,10/9 l(54%)
8657,/C
8658,10/9 l(42%)
8659,10/9 l(12%)
8660,/ a day
8661,10/9 l(58)
8662,10/9 l(4)
8663,10/9 l(1)
8664,10/9 l(0)
8665,10/9 l(27)
8666,10/9 l(74)
8667,10/9 l(6)
8668,10/9 l(7)
8669,50/day
8670,10/9 l(95%)
8671,10/9 l(41%)
8672,10/9 l(77)
8673,10/9 l(2)
8674,10/9 l(40)
8675,10/9 l(13)
8676,10/9 l(6.70%)
8677,10/9 l(5.54%)
8678,10/9 l(79%)
8679,10/9 l(92%)
8680,10/9 l(49%)
8681,10/9 l(31)
8682,10/9 l(82%)
8683,10/9 l(44%)
8684,10/9 l(86%)
8685,10/9 l(51)
8686,10/9 l(1.8%)
8687,10/9 l(56%)
