,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
150,84.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola - Bucaramanga,3-79-0542,ecom cca sa,1550,Santander,,250,70 kg,Almacafé,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.58,7.75,7.58,8.5,Sample,10,10,10,7.83,Sample  84.58,,0%,0 full defects,0,,0 full defects,,"December 20th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
151,84.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0930,Racafe & Cia S.C.A,1600 a 1900 msnm,Huila,La Plata,75,70 kg,Almacafé,2013,"December 6th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.83,7.75,7.58,8,Sample,10,10,10,7.92,Sample  84.58,,0%,0 full defects,0,,5 full defects,,"December 6th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
152,84.58,,,,,,Arabica,Taylor Winch (Coffee) Ltd.,Kenya,,,,,Taylor Winch (Coffee) Ltd.,,,changeru wet mill,11,660 kg,Kenya Coffee Traders Association,2013,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,SL28,Completed,Washed / Wet,Sample,7.75,7.75,7.75,8.08,7.75,7.75,Sample,10,10,10,7.75,Sample  84.58,,0%,0 full defects,0,Green,0 full defects,,"August 30th, 2014",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,
153,84.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0224,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250,70 kg,Almacafé,2012,"July 17th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.83,7.83,8,7.58,7.92,Sample,10,10,10,7.75,Sample  84.58,,0%,0 full defects,0,Green,2 full defects,,"July 17th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
154,84.58,,,,,,Arabica,LUSSO LAB,Costa Rica,La Chaparral,,,,LUSSO COFFEE LAB,1450 ~ 1700 m,Tres Rios,,1,1 kg,Specialty Coffee Association,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.83,7.75,8,7.83,7.67,Sample,10,10,10,7.75,Sample  84.58,,12%,0 full defects,0,Bluish-Green,2 full defects,,"March 12th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
155,84.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varias,,trilladora boananza,3-68-0005,Exportadora de Cafe Condor S.A,1800 msnm,huila,varios,250,70 kg,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.42,7.67,7.75,7.75,8.08,7.83,Sample,10,10,10,8.08,Sample  84.58,,11%,0 full defects,0,Green,6 full defects,,"October 9th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
156,84.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Recreio,,,002/1251/0069,NUCOFFEE,1300m,Vale da Grama,Homero Texeira de Macedo Junior,37,60 kg,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Completed,Semi-washed / Semi-pulped,Sample,8,8,7.75,7.75,7.58,7.75,Sample,10,10,10,7.75,Sample  84.58,,12%,0 full defects,0,Green,2 full defects,,"December 22nd, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
157,84.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Vista Alegre,,,002/1251/0076,NUCOFFEE,1100m,Mountains of Minas Gerais,Geraldo Paixão,35,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,Sample,8.5,8,7.5,7.75,7.5,7.83,Sample,10,10,10,7.5,Sample  84.58,,11%,0 full defects,0,Blue-Green,1 full defects,,"December 2nd, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
158,84.5,,,,,,Arabica,Max Gurdian,Costa Rica,,S015.367,Beneficio Santo Domingo - Beneficio Dosmil,5-0015-0029,Beneficios Volcafé Costa Rica,1200,Valle Central,Various,275,18975 kg,Specialty Coffee Association of Costa Rica,2017 / 2018,"November 28th, 2017",Max Gurdian,Caturra,Completed,Washed / Wet,Sample,7.92,7.67,7.92,7.75,7.67,7.58,Sample,10,10,10,8,Sample  84.50,,10%,0 full defects,0,Bluish-Green,2 full defects,,"November 28th, 2018",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
159,84.5,,,,,,Arabica,ECOM Japan Limited,Uganda,Kawacom Sipi Project,035/170/5071146⁠⁠⁠⁠,Kawacom Uganda Limited,035/170/5071146⁠⁠⁠⁠,Kawacom uganda LTD,1750,Eastern Uganda,Kawacom Uganda Ltd,200,12000 kg,Uganda Coffee Development Authority,2016,"March 14th, 2017",ECOM Japan Limited,SL14,Completed,Washed / Wet,Sample,7.92,7.75,7.67,7.75,7.83,7.75,Sample,10,10,10,7.83,Sample  84.50,,11%,0 full defects,0,Green,1 full defects,,"March 14th, 2018",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,,
160,84.5,,,,,,Arabica,Yunnan Coffee Exchange,China,Menglian Ban’an Coffee Processing Factory,YNC-16018,Menglian Ban’an Coffee Processing Factory,,Yunnan Coffee Exchange,1680,Yunnan Province Pu'er City Menglian County,Menglian Ban’an Coffee Processing Factory,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,Sample,7.75,7.92,7.67,7.83,7.75,7.67,Sample,10,10,10,7.92,Sample  84.50,,10%,0 full defects,0,Green,1 full defects,,"April 6th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,,
161,84.5,,,,,,Arabica,Fabian Calderon Mora,Costa Rica,Coopetarrazú,,Coopetarrazú,5-114-0170,Coopetarrazú.R.L,1700,Tarrazú,Coopetarrazú,250,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Completed,Washed / Wet,Sample,7.92,7.83,7.83,7.83,7.58,7.58,Sample,10,10,10,7.92,Sample  84.50,,11%,0 full defects,0,Green,0 full defects,,"July 5th, 2016",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
162,84.5,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,Cauca,Jan-08,Federacion Nacional de Cafeteros,1800,Cauca,,275,2 kg,Almacafé,2015/2016,"June 5th, 2015",Federacion Nacional de Cafeteros,Other,Completed,Washed / Wet,Sample,8.08,7.67,7.83,7.83,7.67,7.67,Sample,10,10,10,7.75,Sample  84.50,,12%,1 full defects,0,Green,0 full defects,,"June 4th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
163,84.5,,,,,,Arabica,Eric Wu,China,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",Above 1100m,"Pu'er City, Yunnan, China","PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,2 kg,Specialty Coffee Association,2013,"June 16th, 2014",Eric Wu,Other,Completed,Washed / Wet,Sample,7.67,8,7.75,7.83,7.75,7.58,Sample,10,10,10,7.92,Sample  84.50,,0%,0 full defects,0,Green,2 full defects,,"June 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
164,84.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,,BENEFICIO IXCHEL,11/23/0398,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,8.17,7.83,7.67,7.83,7.67,7.83,Sample,10,10,10,7.5,Sample  84.50,,11%,0 full defects,0,Green,2 full defects,,"February 26th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
165,84.5,,,,,,Arabica,Dream Together,Kenya,Rumukia Farmers,,Sasini,,Dream together Co. Ltd,2000 m,"Nyeri province, Kenya",,235,60 kg,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",Dream Together,SL28,Completed,Washed / Wet,Sample,7.92,7.83,7.67,8,7.67,7.75,Sample,10,10,10,7.67,Sample  84.50,,11%,0 full defects,0,Blue-Green,0 full defects,,"September 16th, 2013",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,
166,84.5,,,,,,Arabica,MARIA IMELDA USCANGA MARTINEZ,Mexico,LA BARRANCA,,HUSTUSCO,1104548679,,1350,HUSTUSCO,MARIA IMELDA USCANGA MARTINEZ,56,1 kg,AMECAFE,2012,"July 11th, 2012",MARIA IMELDA USCANGA MARTINEZ,Typica,Completed,Washed / Wet,Sample,8,7.92,7.42,8.08,7.5,7.67,Sample,10,10,10,7.92,Sample  84.50,,12%,0 full defects,0,Green,0 full defects,,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
167,84.5,,,,,,Arabica,ALFREDO BOJALIL,Mexico,FINCA EL RETIRO,,AGROINDUSTRIAS UNIDAS DE MEXICO,2222,ECOMTRADING,1500,JALTENANGO,SANTIAGO JOSE ARGUELLO CAMPOS,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.92,7.83,7.75,7.75,7.75,7.83,Sample,10,10,10,7.67,Sample  84.50,,11%,0 full defects,0,,4 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
168,84.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,NUEVA GRANADA,,BENEFICIO NUEVA GRANADA,11/326/06,"TRANSCAFE, S.A",,"EL TUMBADOR, SAN MARCOS","AGRICOLA NUEVA GRANADA, S.A",250,69 kg,Asociacion Nacional Del Café,2012,"February 16th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,8,7.67,8,7.5,7.83,Sample,10,10,10,7.83,Sample  84.50,,11%,0 full defects,0,Green,2 full defects,,"February 15th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
169,84.5,,,,,,Arabica,Daniel Friedlander,Brazil,,,mmm,mmm,,mmm,mmm,mmm,27,60 kg,NUCOFFEE,mmm,"March 23rd, 2011",Daniel Friedlander,,Completed,,Sample,7.81,7.81,7.88,7.75,7.38,8.25,Sample,9.5,10,10,8.13,Sample  84.50,,0%,0 full defects,0,,4 full defects,,"March 22nd, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
170,84.5,,,,,,Arabica,Alexandra Katona-Carroll,Brazil,,,,TEST,,TEST,TEST,,320,60 kg,NUCOFFEE,TEST,"March 22nd, 2011",Alexandra Katona-Carroll,,Completed,,Sample,8.17,7.67,7.75,7.75,7.67,7.75,Sample,10,10,10,7.75,Sample  84.50,,0%,2 full defects,0,,0 full defects,,"March 21st, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
171,84.42,,,,,,Arabica,Max Gurdian,Costa Rica,Several Farmers,5-0015-0231,Beneficio San Diego,5-0015-0231,Beneficios Volcafé Costa Rica,1300,Tarrazu,Beneficio San Diego,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"March 23rd, 2017",Max Gurdian,Caturra,Completed,Washed / Wet,Sample,7.58,7.83,7.83,8,7.67,7.58,Sample,10,10,10,7.92,Sample  84.42,,10%,0 full defects,0,Blue-Green,3 full defects,,"March 23rd, 2018",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
172,84.42,,,,,,Arabica,Aulia Arif Syahri,Indonesia,Darmawi,MANDHELING BRASTAGI,Dry Mill,To be advice,PT. Olam Indonesia,1400,Sumatra Brastagi - Indonesia,Surbakti,200,30 kg,Specialty Coffee Association,2017,"March 14th, 2017",Aulia Arif Syahri,Mandheling,Completed,Other,Sample,7.67,7.67,7.83,7.58,7.83,7.83,Sample,10,10,10,8,Sample  84.42,,0%,0 full defects,0,Blue-Green,3 full defects,,"March 14th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
173,84.42,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-0318,NEIVA,3-59-0318,CARCAFE LTDA,,Pitalito-Huila,FRANKLIN DUSSAN,304,35 kg,Almacafé,2015/2016,"January 25th, 2016",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.92,7.83,7.75,7.67,7.92,7.67,Sample,10,10,10,7.67,Sample  84.42,,0%,0 full defects,0,Green,1 full defects,,"January 24th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
174,84.42,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2940,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275,70 kg,Almacafé,2014,"July 9th, 2014",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.92,7.75,7.67,7.92,7.67,7.75,Sample,10,10,10,7.75,Sample  84.42,,0%,0 full defects,0,Green,3 full defects,,"July 9th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
175,84.42,,,,,,Arabica,Kao Ming Lee,Taiwan,Tropica Galliard,,Tropica Galliard,Taiwan,Tropica Galliard,1200M,"Mountain Ali, Taiwan",Kao Ming Lee,2,2 kg,Specialty Coffee Association,2012,"July 10th, 2013",Kao Ming Lee,Typica,Completed,Washed / Wet,Sample,7.83,7.83,7.75,8,7.5,7.75,Sample,10,10,10,7.75,Sample  84.42,,11%,0 full defects,0,Blue-Green,0 full defects,,"July 10th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
176,84.42,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2234501 KONA FANCY,Kona Pacific Farmers Cooperative,,KONA,,5,100 lbs,Specialty Coffee Association,2012,"January 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.92,7.92,7.5,7.83,7.5,7.92,Sample,10,10,10,7.83,Sample  84.42,,11%,0 full defects,0,Blue-Green,1 full defects,,"January 21st, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
177,84.42,,,,,,Arabica,MARIA AMALIA GUADALUPE TORIELLO ELORZA,Mexico,FINCA LA CHIRIPA,,FINCA HAMBURGO,1506545936,Finca Hamburgo,900,TAPACHULA,MARIA AMALIA GUADALUPE TORIELLO ELORZA,69,1 kg,AMECAFE,2012,"June 6th, 2012",MARIA AMALIA GUADALUPE TORIELLO ELORZA,Pacamara,Completed,Washed / Wet,Sample,7.75,7.92,7.75,7.67,7.83,7.67,Sample,10,10,10,7.83,Sample  84.42,,12%,2 full defects,0,,4 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
178,84.42,,,,,,Arabica,Ethiopia Commodity Exchange,Ethiopia,Phone Number | 0911-513824 email: gmt.ft,,,010/0157,,,Limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,Completed,,Sample,7.5,7.75,7.83,7.92,7.92,7.75,Sample,10,10,10,7.75,Sample  84.42,,20%,0 full defects,0,,2 full defects,,"June 17th, 2011",Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,
179,84.33,,,,,,Arabica,Lydiah Mwangi,Kenya,Kigwandi,K25159,central kenya mill,,C. Dorman limited,1800,Nyeri,mutheka,150,60 kg,Kenya Coffee Traders Association,2017 / 2018,"August 3rd, 2017",Lydiah Mwangi,SL28,Completed,Washed / Wet,Sample,7.33,7.58,7.83,7.75,7.75,7.92,Sample,10,10,10,8.17,Sample  84.33,,11%,0 full defects,0,Green,4 full defects,,"August 3rd, 2018",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,
180,84.33,,,,,,Arabica,Bismarck Castro,Honduras,Las Cuchillas,152,CIGRAH S.A. DE C.V.,13-111-023,CIGRAH S.A DE C.V,1500,Comayagua,Nahun Maldonado,275,66 kg,Instituto Hondureño del Café,2016,"May 11th, 2017",Bismarck Castro,Caturra,Completed,,Sample,7.92,8,7.75,7.67,7.67,7.75,Sample,10,10,10,7.58,Sample  84.33,,10%,0 full defects,0,Green,3 full defects,,"May 11th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
181,84.33,,,,,,Arabica,Raúl Vargas,Colombia,,1,San José / Neiva,03-05-0845,SKN CARIBECAFE LTDA,,Huila,,275,70 kg,Almacafé,2016,"February 20th, 2017",Raúl Vargas,Caturra,Completed,Washed / Wet,Sample,7.58,7.75,7.5,7.83,7.67,8.5,Sample,10,10,10,7.5,Sample  84.33,,0%,0 full defects,3,Green,5 full defects,,"February 20th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
182,84.33,,,,,,Arabica,Bismarck Castro,Honduras,Los Hicaques,76,Dry Mill,13-111-032,CIGRAH S.A DE C.V,1500,Central Region,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2016,"April 4th, 2016",Bismarck Castro,Catuai,Completed,Washed / Wet,Sample,7.58,7.92,7.58,7.75,7.92,7.75,Sample,10,10,10,7.83,Sample  84.33,,11%,0 full defects,1,Green,2 full defects,,"April 4th, 2017",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
183,84.33,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-1704,Bogota - Bachue,3-37-1704,Racafe & Cia S.C.A,,La Plata,,275,70 kg,Almacafé,2016,"February 16th, 2016",Racafe & Cia S.C.A,,Completed,,Sample,7.67,7.67,7.75,7.83,7.75,7.83,Sample,10,10,10,7.83,Sample  84.33,,0%,0 full defects,2,,4 full defects,,"February 15th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
184,84.33,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-2235,CARCAFE LTDA,442 msnm,HUILA,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,250,70 kg,Almacafé,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.75,7.67,8,7.67,8.08,7.83,Sample,10,10,10,7.33,Sample  84.33,,11%,6 full defects,0,Green,0 full defects,,"April 28th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
185,84.33,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0225,Exportadora de Cafe Condor S.A,1800,huila,,275,70 kg,Almacafé,2013,"July 19th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.33,7.83,7.58,8.08,Sample,10,10,10,8.17,Sample  84.33,,0%,0 full defects,0,Green,0 full defects,,"July 19th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
186,84.33,,,,,,Arabica,VICTOR HUGO MELCHOR CORDOVA,Mexico,LA DISTANCIA,,LA DISTANCIA,1506680144,,1700,TUXTLA GUTIERREZ,VICTOR HUGO MELCHOR CORDOVA,100,80 kg,AMECAFE,2012,"July 27th, 2012",VICTOR HUGO MELCHOR CORDOVA,Typica,Completed,Washed / Wet,Sample,8,7.75,7.75,7.83,7.5,7.67,Sample,10,10,10,7.83,Sample  84.33,,12%,0 full defects,0,Blue-Green,1 full defects,,"July 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
187,84.33,,,,,,Arabica,NUCOFFEE,Brazil,Santa Alina,,,,,1200m to 1350m,Vale da Grama,Lucia Maria da Silva Dias,75,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Yellow Bourbon,Completed,,Sample,8.17,8,7.5,7.75,7.5,7.67,Sample,10,10,10,7.75,Sample  84.33,,0%,0 full defects,0,,4 full defects,,"October 27th, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
188,84.33,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Baipendi,,,002/1251/0360,,900-1200m,South Minas Gerais,Antônio Pelucio,80,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,,Completed,,Sample,8,8,7.5,7.5,7.67,7.75,Sample,10,10,10,7.92,Sample  84.33,,2%,0 full defects,0,,2 full defects,,"October 27th, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
189,84.33,,,,,,Arabica,Benjamin Schmerler,Ethiopia,,,,,,3600-6200 ft,Limu (Southwest Ethiopia),Oromia Coffee Farmers Cooperative Union,1,132 lbs,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,,Completed,,Sample,7.75,7.75,7.92,7.75,7.5,7.92,Sample,10,10,10,7.75,Sample  84.33,,0%,0 full defects,0,,1 full defects,,"June 13th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
190,84.33,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Las Minas,,Las Minas,11-897-10,,4400-4700 ft,Nuevo Oriente,Miguel Hernandez,250,1,Specialty Coffee Association,December 2009-March 2010,"April 30th, 2010",The Coffee Source Inc.,,Completed,,Sample,7.5,7.67,7.75,7.67,7.92,7.92,Sample,10,10,10,7.92,Sample  84.33,,4%,1 full defects,0,,1 full defects,,"April 30th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
191,84.25,,,,,,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,馨晴咖啡 Good Mood Coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,馨晴咖啡 Good Mood Coffee,Taiwan,Taiwan Coffee Laboratory,1000,國姓鄉 Guoshing Township,黃美桃 Huang Mei Tao,10,5 kg,Specialty Coffee Association,2016,"August 10th, 2017","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Washed / Wet,Sample,7.92,7.75,7.75,7.67,7.67,7.83,Sample,10,10,10,7.67,Sample  84.25,,12%,0 full defects,0,Blue-Green,0 full defects,,"August 10th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
192,84.25,,,,,,Arabica,松澤宏樹 Koju Matsuzawa,Thailand,Matsuzawa Coffee Farm,MCCRNX115/16,Matsuzawa Coffee,,Matsuzawa Coffee,1200,Chiang Rai THAILAND,Matsuzawa Coffee,20,25 kg,Specialty Coffee Institute of Asia,2015,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Catimor,Completed,Natural / Dry,Sample,7.83,7.75,7.75,7.42,7.83,7.67,Sample,10,10,10,8,Sample  84.25,,12%,0 full defects,0,Green,0 full defects,,"November 2nd, 2017",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,
193,84.25,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-3461,PASTO,3-59-3461,CARCAFE LTDA CI,2560,NARIÑO,JOSE ALBEIRO GOMEZ,275,70 kg,Almacafé,2016,"August 5th, 2016",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.83,7.58,7.75,7.58,7.67,8,Sample,10,10,10,7.83,Sample  84.25,,11%,0 full defects,0,Green,2 full defects,,"August 5th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
194,84.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,11/11711/59,BENEFICIO SIEMBRAS VISION (154),11/11711/59,"SIEMBRAS VISION, S.A.",1500,ANTIGUA,FINCA MEDINA,230,69 kg,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.92,7.75,7.75,Sample,10,10,10,7.75,Sample  84.25,,11%,0 full defects,4,Green,4 full defects,,"May 23rd, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
